ea01id;ea01dtemis;ea01dtentrega;ea01vlr10
16237658;11/04/2023;26/04/2023;123.6779221
16238443;11/04/2023;19/04/2023;77.41168831
16237857;11/04/2023;25/04/2023;176.0121212
16238463;11/04/2023;26/04/2023;126.2943723
16238177;11/04/2023;26/04/2023;61.83896104
16238282;11/04/2023;26/04/2023;269.7212121
16238142;11/04/2023;26/04/2023;61.83896104
16237822;11/04/2023;25/04/2023;142.5194805
16237950;11/04/2023;25/04/2023;270.6329004
16238106;11/04/2023;26/04/2023;130.3917749
16238635;11/04/2023;26/04/2023;391.6701299
16238030;11/04/2023;26/04/2023;61.83896104
16238698;11/04/2023;26/04/2023;182.8441558
16238671;11/04/2023;26/04/2023;148.5536797
16238535;11/04/2023;26/04/2023;158.0341991
16238501;11/04/2023;26/04/2023;69.01558442
16237616;11/04/2023;26/04/2023;61.83896104
16238351;11/04/2023;26/04/2023;167.4242424
16238328;11/04/2023;26/04/2023;137.2471861
16238375;11/04/2023;26/04/2023;90.4952381
16237533;11/04/2023;25/04/2023;50.21298701
16238417;11/04/2023;26/04/2023;299.3532468
16237698;11/04/2023;25/04/2023;93.22034632
16238587;11/04/2023;26/04/2023;738.7090909
16238396;11/04/2023;26/04/2023;135.3034632
16238617;11/04/2023;26/04/2023;58.60995671
16238559;11/04/2023;26/04/2023;307.5926407
16238513;11/04/2023;26/04/2023;119.5601732
16240661;12/04/2023;13/04/2023;71.87878788
16240996;12/04/2023;27/04/2023;148.7181818
16240506;12/04/2023;27/04/2023;141.1376623
16240623;12/04/2023;27/04/2023;161.5385281
16240933;12/04/2023;27/04/2023;317.7701299
16240868;12/04/2023;27/04/2023;221.6095238
16240467;12/04/2023;10/06/2023;58.04761905
16240784;12/04/2023;27/04/2023;146.6731602
16241042;12/04/2023;27/04/2023;74.85714286
16240918;12/04/2023;27/04/2023;71.82943723
16240335;12/04/2023;26/04/2023;133.0844156
16241018;12/04/2023;27/04/2023;199.7471861
16240974;12/04/2023;27/04/2023;152.7493506
16240732;12/04/2023;27/04/2023;179.7766234
16240431;12/04/2023;26/04/2023;60.55541126
16240417;12/04/2023;26/04/2023;62.26623377
16240364;12/04/2023;26/04/2023;178.5207792
16240598;12/04/2023;27/04/2023;149.1441558
16240716;12/04/2023;27/04/2023;225.7116883
16240771;12/04/2023;26/04/2023;100.2519481
16240567;12/04/2023;25/04/2023;359.417316
16240699;12/04/2023;13/04/2023;64.50606061
16240392;12/04/2023;27/04/2023;131.9506494
16240529;12/04/2023;26/04/2023;5668.501299
16240446;12/04/2023;27/04/2023;89.57012987
16240803;12/04/2023;27/04/2023;326.7281385
16240680;12/04/2023;27/04/2023;129.9549784
16240646;12/04/2023;27/04/2023;76.68268398
16240899;12/04/2023;26/04/2023;78.50822511
16246592;13/04/2023;20/04/2023;361.5584416
16247664;13/04/2023;23/04/2023;1882.051948
16246642;13/04/2023;20/04/2023;5195.231169
16246710;13/04/2023;28/04/2023;572.5008658
16246614;13/04/2023;20/04/2023;542.3376623
16246154;13/04/2023;28/04/2023;6261.130303
16247685;13/04/2023;28/04/2023;158.7532468
16246686;13/04/2023;28/04/2023;594.2939394
16247706;13/04/2023;28/04/2023;600.9350649
16246524;13/04/2023;28/04/2023;2945.6
16251307;14/04/2023;30/04/2023;306.8532468
16251263;14/04/2023;30/04/2023;769.8701299
16254827;17/04/2023;02/05/2023;142.6450216
16256455;17/04/2023;02/05/2023;54.7961039
16256642;17/04/2023;02/05/2023;22.14242424
16257039;17/04/2023;02/05/2023;176.1012987
16255446;17/04/2023;02/05/2023;162.217316
16255987;17/04/2023;02/05/2023;22.14242424
16256370;17/04/2023;02/05/2023;22.85757576
16255881;17/04/2023;02/05/2023;25.40865801
16256794;17/04/2023;02/05/2023;574.9090909
16256390;17/04/2023;02/05/2023;23.77445887
16254734;17/04/2023;20/04/2023;3840.51342
16255756;17/04/2023;02/05/2023;22.85757576
16255841;17/04/2023;02/05/2023;22.85757576
16255967;17/04/2023;02/05/2023;23.31601732
16255820;17/04/2023;02/05/2023;26.12294372
16256225;17/04/2023;02/05/2023;23.31601732
16256430;17/04/2023;02/05/2023;41.73463203
16257221;17/04/2023;02/05/2023;123.6779221
16256145;17/04/2023;02/05/2023;26.12294372
16256409;17/04/2023;02/05/2023;58.06147186
16255775;17/04/2023;02/05/2023;51.53073593
16255669;17/04/2023;02/05/2023;33.11255411
16255921;17/04/2023;02/05/2023;35.2038961
16255900;17/04/2023;02/05/2023;36.37748918
16256265;17/04/2023;02/05/2023;39.18441558
16256285;17/04/2023;02/05/2023;33.11255411
16255631;17/04/2023;02/05/2023;41.73463203
16257932;17/04/2023;02/05/2023;61.83896104
16255861;17/04/2023;02/05/2023;21.68311688
16256539;17/04/2023;02/05/2023;21.68311688
16256166;17/04/2023;02/05/2023;23.31601732
16256186;17/04/2023;02/05/2023;22.85757576
16256521;17/04/2023;02/05/2023;29.38831169
16257083;17/04/2023;02/05/2023;185.5168831
16255693;17/04/2023;02/05/2023;76.93896104
16255599;17/04/2023;02/05/2023;41.73463203
16256834;17/04/2023;02/05/2023;386.3277056
16256946;17/04/2023;02/05/2023;131.6012987
16256123;17/04/2023;02/05/2023;34.74545455
16255396;17/04/2023;02/05/2023;117.95671
16256501;17/04/2023;02/05/2023;27.75541126
16256664;17/04/2023;02/05/2023;77.34242424
16256479;17/04/2023;02/05/2023;40.81688312
16256102;17/04/2023;02/05/2023;29.38831169
16257511;17/04/2023;24/04/2023;141.8181818
16256558;17/04/2023;02/05/2023;21.68398268
16256079;17/04/2023;02/05/2023;31.48008658
16256578;17/04/2023;02/05/2023;33.11255411
16255796;17/04/2023;02/05/2023;36.37748918
16256055;17/04/2023;02/05/2023;41.73463203
16256306;17/04/2023;02/05/2023;51.53073593
16256883;17/04/2023;02/05/2023;214.1666667
16256031;17/04/2023;02/05/2023;38.46926407
16257260;17/04/2023;02/05/2023;47.27532468
16255174;17/04/2023;02/05/2023;193.4623377
16255308;17/04/2023;02/05/2023;259.5744589
16255129;17/04/2023;25/04/2023;161.578355
16256997;17/04/2023;02/05/2023;327.0012987
16255553;17/04/2023;02/05/2023;61.83896104
16254923;17/04/2023;02/05/2023;77.77229437
16254874;17/04/2023;02/05/2023;105.8753247
16254807;17/04/2023;02/05/2023;75.95021645
16256245;17/04/2023;02/05/2023;21.68311688
16256328;17/04/2023;02/05/2023;22.85757576
16256350;17/04/2023;02/05/2023;29.38831169
16256599;17/04/2023;02/05/2023;22.14242424
16256206;17/04/2023;02/05/2023;27.03982684
16255085;17/04/2023;05/06/2023;111.8393939
16254960;17/04/2023;02/05/2023;124.8606061
16256760;17/04/2023;02/05/2023;61.83896104
16257176;17/04/2023;02/05/2023;56.04155844
16255715;17/04/2023;02/05/2023;27.03982684
16255945;17/04/2023;02/05/2023;26.12294372
16255737;17/04/2023;02/05/2023;21.68311688
16255001;17/04/2023;02/05/2023;61.83896104
16257131;17/04/2023;02/05/2023;486.9090909
16256620;17/04/2023;02/05/2023;40.1017316
16256009;17/04/2023;02/05/2023;62.95930736
16257995;17/04/2023;02/05/2023;147.525974
16260305;18/04/2023;03/05/2023;91.18354978
16262641;18/04/2023;03/05/2023;143.465368
16260270;18/04/2023;03/05/2023;258.8316017
16264652;18/04/2023;03/05/2023;83.94155844
16262608;18/04/2023;03/05/2023;77.14588745
16261136;18/04/2023;30/04/2023;416
16262468;18/04/2023;03/05/2023;127.191342
16262370;18/04/2023;03/05/2023;135.2467532
16262206;18/04/2023;03/05/2023;171.1904762
16261158;18/04/2023;03/05/2023;330.9090909
16260586;18/04/2023;03/05/2023;57.03376623
16262162;18/04/2023;03/05/2023;275.0497835
16262905;18/04/2023;03/05/2023;281.0718615
16262272;18/04/2023;03/05/2023;192.4991342
16261168;18/04/2023;30/04/2023;472.7272727
16261147;18/04/2023;28/04/2023;496.025974
16262127;18/04/2023;03/05/2023;196.4311688
16261100;18/04/2023;30/04/2023;565.3818182
16265110;18/04/2023;03/05/2023;648.6878788
16262739;18/04/2023;03/05/2023;1169.263203
16260703;18/04/2023;03/05/2023;143.7246753
16262239;18/04/2023;03/05/2023;208.652381
16262619;18/04/2023;03/05/2023;142.8805195
16262571;18/04/2023;03/05/2023;278.7181818
16262773;18/04/2023;03/05/2023;62.6969697
16262549;18/04/2023;03/05/2023;99.98528139
16262495;18/04/2023;03/05/2023;74.56536797
16260244;18/04/2023;03/05/2023;142.3658009
16260100;18/04/2023;05/06/2023;119.3796537
16260218;18/04/2023;03/05/2023;142.3658009
16260152;18/04/2023;03/05/2023;113.5290043
16262513;18/04/2023;03/05/2023;306.8484848
16260121;18/04/2023;03/05/2023;249.7922078
16260178;18/04/2023;03/05/2023;80.82900433
16262676;18/04/2023;03/05/2023;282.9900433
16262426;18/04/2023;03/05/2023;180.6887446
16260831;18/04/2023;03/05/2023;63.73419913
16260867;18/04/2023;03/05/2023;42.8952381
16260660;18/04/2023;03/05/2023;56.04155844
16260682;18/04/2023;03/05/2023;56.04155844
16262891;18/04/2023;03/05/2023;74.77835498
16260603;18/04/2023;03/05/2023;775.2865801
16260636;18/04/2023;03/05/2023;185.5168831
16260565;18/04/2023;02/06/2023;192.5965368
16259960;18/04/2023;18/04/2023;21.72337662
16260196;18/04/2023;03/05/2023;147.6636364
16262870;18/04/2023;03/05/2023;141.8844156
16265121;18/04/2023;30/04/2023;699.2987013
16265144;18/04/2023;03/05/2023;757.8787879
16260081;18/04/2023;19/04/2023;163.6571429
16261111;18/04/2023;30/04/2023;473.0649351
16264670;18/04/2023;03/05/2023;114.2714286
16262824;18/04/2023;03/05/2023;78.4961039
16262860;18/04/2023;03/05/2023;173.3874459
16265132;18/04/2023;03/05/2023;564.9454545
16265086;18/04/2023;30/04/2023;666.4961039
16262661;18/04/2023;03/05/2023;94.69350649
16261125;18/04/2023;30/04/2023;580.7792208
16262100;18/04/2023;03/05/2023;170.5969697
16262838;18/04/2023;03/05/2023;738.7116883
16265097;18/04/2023;30/04/2023;837.4121212
16262535;18/04/2023;03/05/2023;347.6623377
16262809;18/04/2023;03/05/2023;72.8034632
16262389;18/04/2023;03/05/2023;100.4575758
16262403;18/04/2023;03/05/2023;662.5774892
16263243;18/04/2023;03/05/2023;561.8277056
16262788;18/04/2023;03/05/2023;187.438961
16263197;18/04/2023;25/04/2023;60.26536797
16262451;18/04/2023;03/05/2023;100.6917749
16262721;18/04/2023;03/05/2023;690.208658
16263188;18/04/2023;03/05/2023;193.6324675
16267226;19/04/2023;04/05/2023;15.8021645
16270369;19/04/2023;04/05/2023;1075.011255
16267248;19/04/2023;04/05/2023;135.8987013
16267260;19/04/2023;04/05/2023;82.0034632
16270490;19/04/2023;04/05/2023;900.8744589
16272947;20/04/2023;05/05/2023;123.6779221
16272773;20/04/2023;05/05/2023;173.1961039
16272908;20/04/2023;05/05/2023;56.04155844
16273361;20/04/2023;05/05/2023;231.4991342
16273145;20/04/2023;05/05/2023;136.761039
16273528;20/04/2023;05/05/2023;108.5701299
16273692;20/04/2023;05/05/2023;218.4060606
16273440;20/04/2023;05/05/2023;126.8991342
16273266;20/04/2023;05/05/2023;109.6246753
16272821;20/04/2023;05/05/2023;275.7056277
16274200;20/04/2023;05/05/2023;7.695670996
16273337;20/04/2023;05/05/2023;116.0142857
16272968;20/04/2023;05/05/2023;175.0004329
16273388;20/04/2023;05/05/2023;126.8991342
16273505;20/04/2023;05/05/2023;117.3406926
16272730;20/04/2023;05/05/2023;78.82207792
16274190;20/04/2023;05/05/2023;7.695670996
16272685;20/04/2023;05/05/2023;439.9800866
16273414;20/04/2023;05/05/2023;126.8991342
16273762;20/04/2023;05/05/2023;182.5904762
16273185;20/04/2023;05/05/2023;190.6761905
16273713;20/04/2023;05/05/2023;229.8038961
16273303;20/04/2023;05/05/2023;65.22987013
16273124;20/04/2023;05/05/2023;295.1593074
16273218;20/04/2023;05/05/2023;958.2575758
16273161;20/04/2023;05/05/2023;923.4099567
16273725;20/04/2023;05/05/2023;168.0744589
16273643;20/04/2023;05/05/2023;143.4190476
16273286;20/04/2023;05/05/2023;75.5991342
16273628;20/04/2023;05/05/2023;55.65844156
16273672;20/04/2023;05/05/2023;95.56147186
16273319;20/04/2023;05/05/2023;84.79177489
16273466;20/04/2023;05/05/2023;236.6748918
16273744;20/04/2023;05/05/2023;126.6160173
16273241;20/04/2023;05/05/2023;351.5909091
16274214;20/04/2023;05/05/2023;7.695670996
16273801;20/04/2023;05/05/2023;67.13679654
16273572;20/04/2023;05/05/2023;74.7030303
16272869;20/04/2023;05/05/2023;123.6779221
16273587;20/04/2023;05/05/2023;387.947619
16273540;20/04/2023;05/05/2023;442.4402597
16282177;24/04/2023;30/04/2023;37.4025974
16275944;24/04/2023;09/05/2023;247.3558442
16275908;24/04/2023;09/05/2023;247.3558442
16276178;24/04/2023;09/05/2023;89.9974026
16276109;24/04/2023;09/05/2023;3131.837662
16275739;24/04/2023;09/05/2023;95.05021645
16275670;24/04/2023;09/05/2023;526.0636364
16275760;24/04/2023;09/05/2023;56.04155844
16275837;24/04/2023;09/05/2023;326.587013
16276265;24/04/2023;09/05/2023;241.8701299
16276319;24/04/2023;09/05/2023;62.77056277
16275713;24/04/2023;09/05/2023;247.3558442
16276301;24/04/2023;09/05/2023;826.5974026
16282190;24/04/2023;30/04/2023;37.4025974
16276143;24/04/2023;09/05/2023;100.8718615
16275874;24/04/2023;09/05/2023;56.04155844
16276163;24/04/2023;09/05/2023;79.0961039
16275800;24/04/2023;09/05/2023;163.2935065
16284457;25/04/2023;10/05/2023;319.7298701
16285474;25/04/2023;04/05/2023;224.0376623
16290173;26/04/2023;11/05/2023;185.5168831
16291002;26/04/2023;11/05/2023;95.31904762
16291128;26/04/2023;08/05/2023;7.695670996
16290197;26/04/2023;11/05/2023;56.04155844
16289490;26/04/2023;15/05/2023;105.1406926
16290965;26/04/2023;11/05/2023;320.7896104
16290468;26/04/2023;11/05/2023;154.4441558
16290036;26/04/2023;11/05/2023;90.37575758
16290926;26/04/2023;11/05/2023;191.1255411
16291027;26/04/2023;11/05/2023;169.0177489
16290129;26/04/2023;11/05/2023;56.04155844
16291017;26/04/2023;11/05/2023;915.7948052
16290575;26/04/2023;11/05/2023;99.98528139
16290751;26/04/2023;11/05/2023;139.1519481
16290990;26/04/2023;03/05/2023;99.61385281
16291046;26/04/2023;11/05/2023;221.8510823
16290853;26/04/2023;11/05/2023;853.4727273
16290699;26/04/2023;11/05/2023;126.8991342
16291119;26/04/2023;08/05/2023;7.695670996
16290597;26/04/2023;11/05/2023;128.5597403
16290301;26/04/2023;05/05/2023;123.2974026
16290058;26/04/2023;03/05/2023;61.83896104
16290277;26/04/2023;11/05/2023;158.8467532
16289555;26/04/2023;15/05/2023;55.2987013
16289532;26/04/2023;15/05/2023;95.24718615
16290488;26/04/2023;11/05/2023;837.9372294
16290629;26/04/2023;11/05/2023;1172.570563
16290556;26/04/2023;11/05/2023;78.97359307
16290239;26/04/2023;11/05/2023;72.45238095
16290816;26/04/2023;11/05/2023;334.5073593
16289476;26/04/2023;15/05/2023;57.66363636
16288966;26/04/2023;09/05/2023;295.2203463
16292038;26/04/2023;30/04/2023;160.8839827
16290834;26/04/2023;11/05/2023;98.23896104
16290151;26/04/2023;11/05/2023;56.04155844
16290321;26/04/2023;11/05/2023;144.6147186
16290219;26/04/2023;11/05/2023;123.6779221
16290610;26/04/2023;11/05/2023;277.0034632
16290255;26/04/2023;11/05/2023;61.83896104
16290978;26/04/2023;19/04/2023;68.92683983
16290673;26/04/2023;11/05/2023;126.8991342
16291137;26/04/2023;08/05/2023;7.695670996
16290082;26/04/2023;11/05/2023;70.44415584
16290390;26/04/2023;05/05/2023;84.79177489
16290098;26/04/2023;11/05/2023;503.4852814
16290725;26/04/2023;11/05/2023;126.8991342
16298174;27/04/2023;12/05/2023;61.83896104
16298796;27/04/2023;12/05/2023;137.3658009
16298718;27/04/2023;12/05/2023;194.2359307
16301095;27/04/2023;15/05/2023;76.41428571
16296708;27/04/2023;15/05/2023;597.8493506
16298241;27/04/2023;12/05/2023;92.67229437
16298825;27/04/2023;12/05/2023;523.9212121
16298973;27/04/2023;01/06/2023;348.8502165
16299078;27/04/2023;12/05/2023;746.2818182
16299024;27/04/2023;12/05/2023;136.9354978
16298777;27/04/2023;12/05/2023;146.7177489
16297616;27/04/2023;12/05/2023;694.0952381
16298687;27/04/2023;12/05/2023;74.54805195
16298855;27/04/2023;12/05/2023;372.9108225
16298942;27/04/2023;01/06/2023;371.4155844
16298910;27/04/2023;01/06/2023;383.138961
16299378;27/04/2023;15/05/2023;159.1402597
16297787;27/04/2023;12/05/2023;161.430303
16297736;27/04/2023;12/05/2023;236.4822511
16297591;27/04/2023;12/05/2023;68.4025974
16297568;27/04/2023;12/05/2023;52.2987013
16297539;27/04/2023;12/05/2023;158.6597403
16297904;27/04/2023;12/05/2023;343.9095238
16297522;27/04/2023;12/05/2023;111.3935065
16298882;27/04/2023;12/05/2023;204.3354978
16298761;27/04/2023;12/05/2023;104.5813853
16298750;27/04/2023;12/05/2023;35.74718615
16298705;27/04/2023;12/05/2023;38.24069264
16296746;27/04/2023;15/05/2023;224.982684
16299044;27/04/2023;12/05/2023;297.5558442
16297985;27/04/2023;12/05/2023;295.3030303
16298079;27/04/2023;12/05/2023;295.3030303
16299004;27/04/2023;12/05/2023;245.9978355
16297652;27/04/2023;15/05/2023;694.0952381
16297694;27/04/2023;29/05/2023;639.7922078
16304384;28/04/2023;13/05/2023;50.45064935
16304175;28/04/2023;13/05/2023;1466.134632
16304564;28/04/2023;13/05/2023;165.2445887
16304701;28/04/2023;13/05/2023;112.6285714
16304273;28/04/2023;13/05/2023;288.8796537
16304677;28/04/2023;13/05/2023;168.665368
16304488;28/04/2023;13/05/2023;61.83896104
16310349;28/04/2023;13/05/2023;705.7203463
16304606;28/04/2023;13/05/2023;61.83896104
16304529;28/04/2023;13/05/2023;112.0688312
16304126;28/04/2023;13/05/2023;90.61558442
16304357;28/04/2023;13/05/2023;167.0038961
16304775;28/04/2023;13/05/2023;179.3839827
16304733;28/04/2023;13/05/2023;69.78138528
16308463;28/04/2023;08/05/2023;40.48441558
16304749;28/04/2023;13/05/2023;69.78138528
16304056;28/04/2023;10/08/2023;136.038961
16304409;28/04/2023;13/05/2023;123.6779221
16304213;28/04/2023;13/05/2023;363.6818182
16304765;28/04/2023;13/05/2023;76.90649351
16304445;28/04/2023;13/05/2023;281.9636364
16304245;28/04/2023;10/08/2023;877.5142857
16304318;28/04/2023;10/08/2023;113.6077922
16304717;28/04/2023;13/05/2023;112.6285714
16304071;28/04/2023;13/05/2023;369.7861472
16313616;02/05/2023;17/05/2023;61.83896104
16313563;02/05/2023;17/05/2023;132.4857143
16313669;02/05/2023;17/05/2023;123.2580087
16313285;02/05/2023;17/05/2023;776.7839827
16313520;02/05/2023;17/05/2023;205.1493506
16312872;02/05/2023;17/05/2023;65.42857143
16314189;02/05/2023;17/05/2023;35.08311688
16312839;02/05/2023;08/05/2023;3466.651515
16313496;02/05/2023;17/05/2023;205.1493506
16312850;02/05/2023;17/05/2023;123.6779221
16313654;02/05/2023;10/08/2023;122.4805195
16313472;02/05/2023;17/05/2023;117.9852814
16312968;02/05/2023;17/05/2023;135.7116883
16313379;02/05/2023;17/05/2023;789.6415584
16313261;02/05/2023;17/05/2023;143.2744589
16314179;02/05/2023;17/05/2023;35.42770563
16313544;02/05/2023;17/05/2023;112.5242424
16313639;02/05/2023;17/05/2023;60.73636364
16313248;02/05/2023;17/05/2023;227.3679654
16314199;02/05/2023;17/05/2023;8.637662338
16312883;02/05/2023;17/05/2023;313.6861472
16312930;02/05/2023;17/05/2023;295.4337662
16321041;03/05/2023;20/05/2023;117.265368
16320204;03/05/2023;31/05/2023;202.8774892
16321112;03/05/2023;20/05/2023;137.2212121
16321235;03/05/2023;20/05/2023;56.12943723
16320766;03/05/2023;15/05/2023;377.3151515
16321219;03/05/2023;20/05/2023;92.55151515
16321064;03/05/2023;20/05/2023;70.93203463
16321251;03/05/2023;20/05/2023;11.15238095
16321027;03/05/2023;20/05/2023;48.31818182
16321082;03/05/2023;20/05/2023;40.44199134
16320397;03/05/2023;10/06/2023;416.6333333
16320291;03/05/2023;18/05/2023;236.4008658
16321132;03/05/2023;20/05/2023;45.61731602
16321152;03/05/2023;20/05/2023;62.204329
16321168;03/05/2023;20/05/2023;76.7978355
16320231;03/05/2023;18/05/2023;329.8290043
16321269;03/05/2023;20/05/2023;265.8134199
16320322;03/05/2023;18/05/2023;102.8987013
16320363;03/05/2023;10/06/2023;416.6333333
16321206;03/05/2023;20/05/2023;46.78874459
16321009;03/05/2023;20/05/2023;35.76969697
16320273;03/05/2023;18/05/2023;231.7632035
16326619;03/05/2023;05/05/2023;207.1792208
16320861;03/05/2023;15/05/2023;825.1112554
16323951;03/05/2023;03/05/2023;13.59047619
16328782;04/05/2023;20/05/2023;147.3861472
16329879;04/05/2023;04/05/2023;456.1398268
16328035;04/05/2023;19/05/2023;140.4012987
16330207;04/05/2023;19/05/2023;56.62683983
16328122;04/05/2023;19/05/2023;61.83896104
16327994;04/05/2023;19/05/2023;166.1922078
16328495;04/05/2023;20/05/2023;99.7969697
16328807;04/05/2023;20/05/2023;228.2809524
16328249;04/05/2023;19/05/2023;58.54675325
16328652;04/05/2023;20/05/2023;76.54199134
16328939;04/05/2023;20/05/2023;170.0177489
16328740;04/05/2023;20/05/2023;428.6658009
16328169;04/05/2023;19/05/2023;61.83896104
16328886;04/05/2023;20/05/2023;182.8753247
16328012;04/05/2023;19/05/2023;123.6779221
16328871;04/05/2023;20/05/2023;45.01298701
16328467;04/05/2023;20/05/2023;48.75367965
16328082;04/05/2023;19/05/2023;61.83896104
16330223;04/05/2023;19/05/2023;936.4367965
16328853;04/05/2023;20/05/2023;88.24112554
16333396;04/05/2023;20/05/2023;4799.232468
16328837;04/05/2023;20/05/2023;21.82467532
16328210;04/05/2023;19/05/2023;61.83896104
16336790;05/05/2023;20/05/2023;56.25108225
16337589;05/05/2023;20/05/2023;136.8658009
16337890;05/05/2023;20/05/2023;96.7034632
16337730;05/05/2023;20/05/2023;304.3324675
16337612;05/05/2023;20/05/2023;83.5965368
16337765;05/05/2023;20/05/2023;209.2073593
16337568;05/05/2023;20/05/2023;185.5168831
16337658;05/05/2023;20/05/2023;297.3437229
16337850;05/05/2023;20/05/2023;71.87748918
16336804;05/05/2023;20/05/2023;48.94935065
16335492;05/05/2023;20/05/2023;199.0536797
16336505;05/05/2023;20/05/2023;55.64588745
16337917;05/05/2023;20/05/2023;73.56060606
16337482;05/05/2023;20/05/2023;169.6363636
16337630;05/05/2023;20/05/2023;150.0558442
16337831;05/05/2023;15/07/2023;100.9025974
16337703;05/05/2023;20/05/2023;183.7177489
16336872;05/05/2023;20/05/2023;80.51168831
16336939;05/05/2023;20/05/2023;96.96883117
16337793;05/05/2023;20/05/2023;263.8588745
16336908;05/05/2023;20/05/2023;31.48961039
16336853;05/05/2023;20/05/2023;46.83030303
16336837;05/05/2023;20/05/2023;37.12770563
16337861;05/05/2023;20/05/2023;71.87748918
16336571;05/05/2023;20/05/2023;68.95108225
16335356;05/05/2023;05/05/2023;597.8493506
16336555;05/05/2023;20/05/2023;61.6952381
16336488;05/05/2023;20/05/2023;30.18658009
16336769;05/05/2023;20/05/2023;73.16883117
16336892;05/05/2023;20/05/2023;41.96190476
16336819;05/05/2023;20/05/2023;93.65714286
16337943;05/05/2023;15/05/2023;1.64978355
16337644;05/05/2023;20/05/2023;78.53506494
16337535;05/05/2023;20/05/2023;62.67402597
16336923;05/05/2023;20/05/2023;111.0004329
16337872;05/05/2023;20/05/2023;83.62380952
16337906;05/05/2023;20/05/2023;77.06450216
16336537;05/05/2023;20/05/2023;106.1627706
16337350;05/05/2023;20/05/2023;61.83896104
16337403;05/05/2023;20/05/2023;991.9186147
16337297;05/05/2023;20/05/2023;263.1662338
16344349;08/05/2023;30/05/2023;7.035064935
16343072;08/05/2023;23/05/2023;620.0467532
16344331;08/05/2023;30/05/2023;50.34718615
16344584;08/05/2023;30/05/2023;84.04242424
16344134;08/05/2023;30/05/2023;68.48268398
16344601;08/05/2023;30/05/2023;84.04242424
16344473;08/05/2023;30/05/2023;39.26060606
16344432;08/05/2023;30/05/2023;51.44675325
16344292;08/05/2023;30/05/2023;46.63290043
16344617;08/05/2023;30/05/2023;90.05064935
16344149;08/05/2023;30/05/2023;41.74675325
16344449;08/05/2023;30/05/2023;88.84329004
16344244;08/05/2023;30/05/2023;59.56536797
16344360;08/05/2023;30/05/2023;54.82467532
16344401;08/05/2023;30/05/2023;46.42857143
16348384;09/05/2023;09/05/2023;329.2454545
16351763;09/05/2023;30/07/2023;1329.469264
16349952;09/05/2023;30/06/2023;2422.832468
16349863;09/05/2023;30/06/2023;1497.112121
16351727;09/05/2023;30/07/2023;979.7177489
16351377;09/05/2023;30/07/2023;796.5878788
16349906;09/05/2023;30/06/2023;1385.577922
16349827;09/05/2023;30/07/2023;1117.847186
16350909;09/05/2023;07/06/2023;1737.292208
16351839;09/05/2023;30/07/2023;1545.064069
16349624;09/05/2023;30/06/2023;2684.971429
16350362;09/05/2023;30/06/2023;3317.010823
16351877;09/05/2023;30/06/2023;419.1562771
16349776;09/05/2023;07/06/2023;2031.741991
16349723;09/05/2023;30/07/2023;1248.28961
16350444;09/05/2023;30/07/2023;4193.238961
16357163;10/05/2023;30/05/2023;192.9290043
16356945;10/05/2023;25/05/2023;86.51991342
16357195;10/05/2023;25/05/2023;188.0484848
16355641;10/05/2023;25/05/2023;247.3558442
16357063;10/05/2023;25/05/2023;259.9562771
16355551;10/05/2023;25/05/2023;123.6779221
16356067;10/05/2023;25/05/2023;349.2679654
16355981;10/05/2023;25/05/2023;134.3021645
16355686;10/05/2023;25/05/2023;123.6779221
16356036;10/05/2023;25/05/2023;792.1047619
16355881;10/05/2023;25/05/2023;450.761039
16355599;10/05/2023;25/05/2023;123.6779221
16356005;10/05/2023;25/05/2023;123.6779221
16359768;10/05/2023;30/05/2023;138.4813853
16355757;10/05/2023;25/05/2023;146.7636364
16355954;10/05/2023;07/06/2023;66.17142857
16355575;10/05/2023;25/05/2023;123.6779221
16356908;10/05/2023;25/05/2023;256.478355
16356866;10/05/2023;30/05/2023;145.5255411
16357146;10/05/2023;25/05/2023;87.1961039
16355850;10/05/2023;25/05/2023;56.58181818
16355823;10/05/2023;25/05/2023;78.95800866
16357135;10/05/2023;25/05/2023;83.13463203
16356889;10/05/2023;30/05/2023;87.44242424
16356982;10/05/2023;25/05/2023;213.8329004
16356993;10/05/2023;25/05/2023;75.8982684
16357003;10/05/2023;25/05/2023;101.7809524
16357015;10/05/2023;25/05/2023;129.1666667
16357185;10/05/2023;25/05/2023;85.31082251
16357098;10/05/2023;25/05/2023;269.3164502
16356960;10/05/2023;30/05/2023;326.2714286
16355902;10/05/2023;25/05/2023;82.98701299
16355728;10/05/2023;25/05/2023;86.28571429
16355797;10/05/2023;25/05/2023;81.02077922
16355933;10/05/2023;25/05/2023;66.17142857
16363491;11/05/2023;30/05/2023;27.86969697
16363480;11/05/2023;30/05/2023;26.36709957
16363627;11/05/2023;30/05/2023;36.82597403
16363366;11/05/2023;30/05/2023;32.67835498
16363041;11/05/2023;30/05/2023;46.02510823
16362723;11/05/2023;26/05/2023;112.5779221
16363448;11/05/2023;30/05/2023;37.0961039
16362745;11/05/2023;26/05/2023;299.1367965
16362606;11/05/2023;26/05/2023;577.2774892
16362856;11/05/2023;21/08/2023;1610.480087
16362486;11/05/2023;25/05/2023;172.204329
16362991;11/05/2023;31/05/2023;151.0597403
16362901;11/05/2023;26/05/2023;337.7705628
16363464;11/05/2023;30/05/2023;38.404329
16362941;11/05/2023;26/05/2023;162.9878788
