15913684,1529958,200.000000
15913684,2172489,200.000000
15913684,2228837,40.000000
15913684,2004059,120.000000
15913684,2004047,120.000000
15913684,262756,60.000000
15913684,2348225,25.000000
15913684,2178956,120.000000
15914510,2030373,600.000000
15914510,2030375,600.000000
15914510,261055,960.000000
15914510,261059,990.000000
15914510,596338,1440.000000
15914510,262734,1200.000000
15914510,1240021,432.000000
15914510,1239991,960.000000
15914510,262725,1320.000000
15914510,262733,1440.000000
15914510,2480495,240.000000
15914510,2653213,450.000000
15914531,261046,60.000000
15914531,261048,48.000000
15914531,262736,96.000000
15914531,596337,144.000000
15914531,596338,144.000000
15914531,262725,88.000000
15914531,262733,96.000000
15914531,262735,120.000000
15914547,2030371,30.000000
15914547,261046,60.000000
15914547,261054,60.000000
15914547,2480652,15.000000
15914547,2480656,15.000000
15914547,2480293,12.000000
15914547,2480692,15.000000
15914547,2480716,24.000000
15914565,2030371,30.000000
15914565,2030370,30.000000
15914565,261054,60.000000
15914565,261055,48.000000
15914565,2030321,24.000000
15914565,2030234,30.000000
15914565,2480636,15.000000
15914565,2480640,15.000000
15914565,2030360,40.000000
15914565,2030316,20.000000
15914565,2030357,36.000000
15914565,1027376,60.000000
15914565,1027365,60.000000
15914565,2480273,18.000000
15914565,2480279,24.000000
15914565,2480285,20.000000
15914565,2480281,18.000000
15914565,2480692,30.000000
15914565,2480694,36.000000
15914565,2480696,15.000000
15914565,2733489,30.000000
15914565,2733458,15.000000
15914565,2733464,30.000000
15914565,2701903,15.000000
15914565,2701892,15.000000
15914565,2480698,15.000000
15914602,260993,48.000000
15914602,1240202,30.000000
15914602,1240232,30.000000
15914602,261054,60.000000
15914602,261055,48.000000
15914602,261059,45.000000
15914602,596337,36.000000
15914602,596338,36.000000
15914602,262734,48.000000
15914602,1027354,60.000000
15914602,2653219,15.000000
15914602,2653221,12.000000
15914602,2653223,12.000000
15914602,2701907,15.000000
15914602,2701892,15.000000
15914627,261059,45.000000
15914627,2112375,36.000000
15914627,596337,72.000000
15914627,596338,36.000000
15914627,1027530,24.000000
15914627,1239991,48.000000
15914627,1027354,60.000000
15914627,1027376,60.000000
15914627,262725,44.000000
15914627,262723,48.000000
15914627,1027365,60.000000
15914627,1027497,36.000000
15914627,1240051,36.000000
15914627,2480781,54.000000
15914651,260993,48.000000
15914651,1240142,24.000000
15914651,1526091,24.000000
15914651,261046,60.000000
15914651,261050,48.000000
15914651,261055,48.000000
15914651,262736,48.000000
15914651,596337,36.000000
15914651,596338,36.000000
15914651,262734,48.000000
15914651,596339,48.000000
15914651,1526335,30.000000
15914651,262725,44.000000
15914651,262723,48.000000
15914651,262721,60.000000
15914651,262733,48.000000
15914651,262735,60.000000
15914651,1027497,36.000000
15914651,2480694,15.000000
15914651,2480491,18.000000
15914651,2480495,12.000000
15914651,2653211,12.000000
15914683,2030372,30.000000
15914683,2030373,24.000000
15914683,2030321,24.000000
15914683,2030360,24.000000
15914683,2030316,30.000000
15914683,2480724,18.000000
15914683,2030298,24.000000
15914683,2030362,24.000000
15914683,2480279,15.000000
15914683,2480281,18.000000
15914702,2030370,30.000000
15914702,2030372,30.000000
15914702,2480640,30.000000
15914702,2480277,24.000000
15914702,2480692,30.000000
15914702,2480694,30.000000
15914702,2480491,18.000000
15914702,2480495,24.000000
15914702,2653213,18.000000
15914702,2653217,20.000000
15914702,2733483,30.000000
15914702,2733458,30.000000
15914702,2701903,30.000000
15914702,2733486,30.000000
15914702,2701899,30.000000
15914727,2030234,15.000000
15914727,2030424,15.000000
15914727,2480636,15.000000
15914727,2480652,15.000000
15914727,2480640,15.000000
15914727,2480656,15.000000
15914727,2030363,24.000000
15914727,2030422,24.000000
15914727,2030357,18.000000
15914727,2030425,18.000000
15914727,2030365,15.000000
15914727,2030426,15.000000
15914727,1027530,24.000000
15914727,2480271,12.000000
15914727,2480287,12.000000
15914727,2480277,12.000000
15914727,2480293,12.000000
15914727,2480279,24.000000
15914727,2480285,20.000000
15914727,2480281,18.000000
15914727,2480692,15.000000
15914727,2480694,18.000000
15914727,2480696,15.000000
15914727,2480710,20.000000
15914727,2480718,24.000000
15914727,2480720,15.000000
15914727,2480732,10.000000
15914727,2480491,18.000000
15914727,2480495,12.000000
15914727,2653211,12.000000
15914727,2653213,18.000000
15914727,2653215,20.000000
15914727,2653219,15.000000
15914727,2653221,12.000000
15914727,2653223,12.000000
15914727,2733453,14.000000
15914727,2733483,15.000000
15914727,2733489,15.000000
15914727,2733458,15.000000
15914727,2733480,15.000000
15914727,2733461,15.000000
15914727,2733464,15.000000
15914727,2701903,15.000000
15914727,2701907,15.000000
15914727,2733486,15.000000
15914727,2701892,15.000000
15914727,2701899,15.000000
15914727,2480698,15.000000
15914784,261046,120.000000
15914784,2030425,36.000000
15914784,596337,72.000000
15914784,596338,72.000000
15914784,262734,48.000000
15914784,1240021,36.000000
15914784,596339,48.000000
15914784,262725,44.000000
15914784,262721,180.000000
15914784,2480293,12.000000
15914784,2480784,108.000000
15914804,389539,240.000000
15914804,262750,360.000000
15914804,262751,360.000000
15914804,262756,360.000000
15914804,1240760,120.000000
15914804,598681,360.000000
15914804,262780,80.000000
15914804,2178943,40.000000
15914804,2172482,80.000000
15914804,381658,360.000000
15914804,262782,360.000000
15914804,1240790,180.000000
15914804,1240820,120.000000
15914804,2178906,160.000000
15914804,2004047,276.000000
15914804,2348219,80.000000
15914804,2348225,80.000000
15914804,2348231,80.000000
15914804,2348279,90.000000
15914804,2564456,80.000000
15914804,2564460,270.000000
15914804,2564482,120.000000
15914804,2697701,80.000000
15914804,2697714,210.000000
15914804,2697717,240.000000
15914804,2697720,270.000000
15914804,2697723,480.000000
15914804,2697738,240.000000
15914804,2699789,150.000000
15914874,1241040,38.000000
15914874,2178943,4.000000
15914874,262782,12.000000
15914874,2348219,8.000000
15914874,2348231,8.000000
15914874,2348237,3.000000
15914874,2348255,8.000000
15914874,2564448,8.000000
15914874,2564416,4.000000
15914979,598701,24.000000
15914979,2697701,8.000000
15914979,2697714,15.000000
15914979,2697717,16.000000
15914979,2697732,16.000000
15914979,2697735,16.000000
15914979,2696558,14.000000
15914997,1529626,38.000000
15914997,598681,20.000000
15914997,598691,16.000000
15914997,262779,9.000000
15914997,262778,8.000000
15914997,2348213,16.000000
15914997,2348243,8.000000
15914997,2564448,8.000000
15914997,2564456,4.000000
15914997,2697701,4.000000
15915081,1241040,38.000000
15915081,1241071,38.000000
15915081,1529596,38.000000
15915081,1529626,38.000000
15915081,1241101,30.000000
15915081,598681,20.000000
15915081,598691,16.000000
15915081,262776,16.000000
15915081,2004043,20.000000
15915081,2178906,8.000000
15915081,2696580,15.000000
15915081,2697714,15.000000
15915081,2697717,16.000000
15915081,2697738,12.000000
15915106,1241101,30.000000
15915106,262756,12.000000
15915106,598701,16.000000
15915106,262780,8.000000
15915106,2178956,4.000000
15915106,2004059,8.000000
15915106,1529958,8.000000
15915106,2348222,8.000000
15915106,2348237,6.000000
15915106,2348240,3.000000
15915106,2564456,4.000000
15915106,2564416,8.000000
15915106,2564420,7.000000
15915106,2695545,7.000000
15915106,2695550,7.000000
15915106,2697708,4.000000
15915106,2697714,15.000000
15915171,598691,48.000000
15915171,262776,32.000000
15915171,2172482,16.000000
15915171,2172489,16.000000
15915171,262778,16.000000
15915171,2348213,32.000000
15915171,2348243,16.000000
15915171,2348279,27.000000
15915171,2564480,24.000000
15915189,262756,12.000000
15915189,598691,16.000000
15915189,262776,16.000000
15915189,2172482,16.000000
15915189,2172489,16.000000
